img	seed	std	alpha_1	alpha_0	lambda	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	VIF	FSIM
1	1.417022	0.417022	0.00417022004702574	0.00720324493442158	1.14374817344887e-05	0.265866984409389	12.4035905093376	0.330558385346642	55.7224623533497	64.5041774579085	0.00140673554530998	0.770037643722832
1	1.417022	0.417022	0.00435994902142004	0.000259262318278913	0.0549662477878709	0.155164856621025	7.93386099805836	0.634880381429928	57.6484346377358	57.648747903146	1.09519105078815	0.905451465599374
1	1.417022	0.417022	0.00550797902574576	0.00708147822618105	0.0290904738912944	0.279283118287709	14.8897454456287	0.74086498377003	61.3479241033786	61.4389335043132	0.609197504546055	0.946048000843833
1	1.417022	0.417022	0.00967029839013677	0.00547232249175722	0.0972684359964884	0.206949441156028	11.138823882732	0.676336061370772	58.8130894005146	58.8132567351838	0.85159208217034	0.920809372179556
1	1.417022	0.417022	0.00221993171089739	0.00870732306177376	0.0206719155339426	0.213760125956108	11.597974331619	0.68778354846162	59.423471457842	59.4236938126403	0.816200481905126	0.924599490956822
1	1.417022	0.417022	0.00892860151436002	0.00331979805301177	0.0821229123057832	0.200809434840753	10.7316477232398	0.665568423105721	58.3600719938795	58.3602219238124	0.897142993929276	0.915860388717892
1	1.417022	0.417022	0.000763082893739572	0.00779918792240115	0.0438409231440893	0.158513760144283	8.16345379728499	0.639354399032526	57.8176625883865	57.8178068761493	1.07180604501172	0.906941693013821
1	1.417022	0.417022	0.00873429402791816	0.00968540662820932	0.086919454021392	0.209020488238178	11.3205727850255	0.683627008484692	59.2702855721101	59.2704889620568	0.8328653666201	0.923105111897767
1	1.417022	0.417022	0.000103741538857	0.00501874592148739	0.0495773293134146	0.15029637664674	7.62522546807975	0.63211574429833	57.6063459447032	57.6070683098739	1.1161458696414	0.904767646117546
1	1.417022	0.417022	0.00771320643266746	0.000207519493594015	0.0633648234926275	0.153367327370285	7.81928223147404	0.633740957668135	57.6265077172682	57.6270117623645	1.10349609845627	0.90518229648287
2	2.4359949	0.4359949	0.00417022004702574	0.00720324493442158	1.14374817344887e-05	0.267306625006932	12.3994650045419	0.328148467487254	55.7124529074317	64.5957463403219	0.00136554345088096	0.774287066050483
2	2.4359949	0.4359949	0.00435994902142004	0.000259262318278913	0.0549662477878709	0.141269098906198	7.45138699900662	0.627271656918361	57.5753631050118	57.5835272840141	1.09368156787979	0.900181230286701
2	2.4359949	0.4359949	0.00550797902574576	0.00708147822618105	0.0290904738912944	0.25788430180447	14.2062334946417	0.73139681922135	61.1374594334416	61.2780286237661	0.59494086763395	0.942722858072525
